timestamp,symbol,price,change_24h,avg_rsi,bullish
2026-09-22 11:02:41,AVAX,10.91,40.57122531891763,55.71646694180996,False
2026-09-22 11:02:41,ADA,0.2453,13.230661879853837,63.17570003145916,False
2026-09-22 11:02:41,DOGE,0.09785,12.182410058094511,60.53702625432304,False
2026-09-22 11:02:41,SOL,116.84,11.576843216675748,60.49988281041721,False
2026-09-22 11:02:41,XRP,1.5318,11.499706289314092,67.50246023129293,False
2026-09-22 11:02:41,ETH,2743.81,10.069089903990044,61.92228656633775,False
2026-09-22 11:02:41,BTC,85971.6,8.763877929289508,68.1024098304118,False
2026-09-22 11:02:41,LINK,12.91,8.1606484585406,55.95433103056698,False
2026-09-22 11:02:41,BNB,787.45,3.510144353896936,55.25514840571694,False
2026-09-22 11:04:27,AVAX,10.916,40.648533050532066,55.8611284452648,False
2026-09-22 11:04:27,ADA,0.2451,13.138341731562079,62.78235044898987,False
2026-09-22 11:04:27,DOGE,0.09786,12.19387479085466,60.57340492448995,False
2026-09-22 11:04:27,SOL,116.8,11.538646709549315,60.29445323236145,False
2026-09-22 11:04:27,XRP,1.5311,11.445211605121692,67.2614077832192,False
2026-09-22 11:04:27,ETH,2744.89,10.112212972069152,62.17869697219529,False
2026-09-22 11:04:27,BTC,85993.4,8.79145741529253,68.25678827644279,False
2026-09-22 11:04:27,LINK,12.913,8.18578261387566,56.062971102692146,False
2026-09-22 11:04:27,BNB,787.41,3.5048863619302537,55.21355308440786,False
2026-09-22 11:05:43,AVAX,10.915,40.63564842859631,55.83695350852828,False
2026-09-22 11:05:43,ADA,0.245,13.092181657416187,62.56504993906538,False
2026-09-22 11:05:43,DOGE,0.09779,12.113621661533589,60.31843624980999,False
2026-09-22 11:05:43,SOL,116.74,11.481351948859666,59.98957403495817,False
2026-09-22 11:05:43,XRP,1.5308,11.433994135782775,67.18008663491614,False
2026-09-22 11:05:43,ETH,2744.16,10.082928715641078,62.00543909559856,False
2026-09-22 11:05:43,BTC,85976.53,8.770114941491105,68.13746845091829,False
2026-09-22 11:05:43,LINK,12.907,8.13551430320554,55.8467951874969,False
2026-09-22 11:05:43,BNB,787.35,3.497651664171112,55.153312453438886,False
2026-09-22 11:17:47,AVAX,10.917,40.66141767246779,55.88697512492932,False
2026-09-22 11:17:47,ADA,0.2459,13.507622324729152,64.10957347135869,False
2026-09-22 11:17:47,DOGE,0.09813,12.50899733287683,61.56783773517609,False
2026-09-22 11:17:47,SOL,117.08,11.801176359066051,61.59087071051114,False
2026-09-22 11:17:47,XRP,1.5342,11.670867737596652,68.05428569313575,False
2026-09-22 11:17:47,ETH,2745.0,10.116827253509783,62.205202501391895,False
2026-09-22 11:17:47,BTC,86072.36,8.891350819641143,68.80228945907383,False
2026-09-22 11:17:47,LINK,12.959,8.571172995679905,57.65836367001159,False
2026-09-22 11:17:47,BNB,786.94,3.4431049563218687,54.717919136404944,False
2026-09-22 11:18:04,AVAX,10.918,40.67430229440353,55.91278663157249,False
2026-09-22 11:18:04,ADA,0.2459,13.507622324729152,64.10957347135869,False
2026-09-22 11:18:04,DOGE,0.09819,12.577785729437743,61.783772389623905,False
2026-09-22 11:18:04,SOL,117.08,11.806022259434341,61.60127441689521,False
2026-09-22 11:18:04,XRP,1.5348,11.721623265342735,68.20006880596563,False
2026-09-22 11:18:04,ETH,2744.99,10.116627684578669,62.203398646999986,False
2026-09-22 11:18:04,BTC,86076.02,8.89598113701597,68.82706964885813,False
2026-09-22 11:18:04,LINK,12.962,8.592157429046338,57.748679376300444,False
2026-09-22 11:18:04,BNB,787.02,3.4536209402552034,54.80319062860222,False
2026-09-22 11:19:44,AVAX,10.92,40.70007153827501,55.964304436298185,False
2026-09-22 11:19:44,ADA,0.2458,13.46146225058326,63.97561740811365,False
2026-09-22 11:19:44,DOGE,0.09811,12.474918352360433,61.46086970499484,False
2026-09-22 11:19:44,SOL,117.07,11.791627232284437,61.54652323631853,False
2026-09-22 11:19:44,XRP,1.5339,11.659650268257737,68.00511922498002,False
2026-09-22 11:19:44,ETH,2743.34,10.050437241967273,61.8097743708385,False
2026-09-22 11:19:44,BTC,86043.3,8.854586605730681,68.60396952376888,False
2026-09-22 11:19:44,LINK,12.953,8.520904685009784,57.45747046821245,False
2026-09-22 11:19:44,BNB,786.65,3.405636804754346,54.416686762790526,False
